
	One-way analysis of means (not assuming equal variances)

data:  SL and Sp
F = 138.91, num df = 2.000, denom df = 92.211, p-value <
2.2e-16


	One-way analysis of means (not assuming equal variances)

data:  SW and Sp
F = 43.303, num df = 2.00, denom df = 97.37, p-value = 3.52e-14


	One-way analysis of means (not assuming equal variances)

data:  PL and Sp
F = 1826.6, num df = 2.000, denom df = 78.055, p-value <
2.2e-16


	One-way analysis of means (not assuming equal variances)

data:  PW and Sp
F = 1268.3, num df = 2.000, denom df = 85.377, p-value <
2.2e-16

           Df Pillai approx F num Df den Df    Pr(>F)    
Sp          2 1.1872   52.949      8    290 < 2.2e-16 ***
Residuals 147                                            
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1
[1] "goodbye Greg...leaving R"
[1] "hello Greg...welcome to R"
     SL  SW  PL  PW
22 6.9 3.2 5.7 2.3  virginica
23 5.1 3.5 1.4 0.2     setosa
24 7.2 3.0 5.8 1.6  virginica
25 6.7 2.5 5.8 1.8  virginica
26 7.7 2.6 6.9 2.3  virginica
27 6.4 3.2 5.3 2.3  virginica
28 6.9 3.1 5.4 2.1  virginica
29 6.5 3.0 5.5 1.8  virginica
30 5.4 3.9 1.7 0.4     setosa
31 5.4 3.4 1.5 0.4     setosa
32 6.7 3.0 5.0 1.7 versicolor
33 5.8 2.7 4.1 1.0 versicolor
34 5.1 3.4 1.5 0.2     setosa
35 4.8 3.0 1.4 0.1     setosa
36 4.9 2.4 3.3 1.0 versicolor
37 6.9 3.1 4.9 1.5 versicolor
38 5.6 2.9 3.6 1.3 versicolor
39 6.2 3.4 5.4 2.3  virginica
40 5.4 3.9 1.3 0.4     setosa
41 6.7 3.1 5.6 2.4  virginica
42 4.8 3.4 1.9 0.2     setosa
43 5.1 3.8 1.6 0.2     setosa
44 5.0 3.5 1.6 0.6     setosa
45 5.7 2.9 4.2 1.3 versicolor
46 6.7 3.3 5.7 2.5  virginica
47 7.0 3.2 4.7 1.4 versicolor
48 5.6 2.7 4.2 1.3 versicolor
49 5.7 3.0 4.2 1.2 versicolor
50 4.6 3.6 1.0 0.2     setosa
Call:
qda(Sp ~ SL + SW + PL + PW, data = mysample)

Prior probabilities of groups:
    setosa versicolor  virginica 
      0.40       0.32       0.28 

Group means:
                 SL       SW       PL       PW
setosa     5.010000 3.470000 1.410000 0.245000
versicolor 5.956250 2.825000 4.225000 1.281250
virginica  6.685714 2.978571 5.607143 2.135714
$class
  [1] setosa     setosa     setosa     setosa     setosa     setosa    
  [7] setosa     setosa     setosa     setosa     setosa     setosa    
 [13] setosa     setosa     setosa     setosa     setosa     setosa    
 [19] setosa     setosa     setosa     setosa     setosa     setosa    
 [25] setosa     setosa     setosa     setosa     setosa     setosa    
 [31] setosa     setosa     setosa     setosa     setosa     setosa    
 [37] setosa     setosa     setosa     setosa     setosa     setosa    
 [43] setosa     setosa     setosa     setosa     setosa     setosa    
 [49] setosa     setosa     versicolor versicolor versicolor versicolor
 [55] versicolor versicolor versicolor versicolor versicolor versicolor
 [61] versicolor versicolor versicolor versicolor versicolor versicolor
 [67] versicolor versicolor versicolor versicolor virginica  versicolor
 [73] virginica  versicolor versicolor versicolor versicolor versicolor
 [79] versicolor versicolor versicolor versicolor versicolor virginica 
 [85] virginica  versicolor versicolor versicolor versicolor versicolor
 [91] versicolor versicolor versicolor versicolor versicolor versicolor
 [97] versicolor versicolor versicolor versicolor virginica  virginica 
[103] virginica  virginica  virginica  virginica  virginica  virginica 
[109] virginica  virginica  virginica  virginica  virginica  virginica 
[115] virginica  virginica  virginica  virginica  virginica  virginica 
[121] virginica  virginica  virginica  virginica  virginica  virginica 
[127] virginica  virginica  virginica  virginica  virginica  versicolor
[133] virginica  virginica  virginica  virginica  virginica  virginica 
[139] virginica  virginica  virginica  virginica  virginica  virginica 
[145] virginica  virginica  virginica  virginica  virginica  virginica 
Levels: setosa versicolor virginica

$posterior
          setosa   versicolor    virginica
1   1.000000e+00 4.000626e-10 3.380273e-09
2   1.000000e+00 1.713736e-08 1.337960e-08
3   1.000000e+00 3.476294e-09 7.444813e-09
4   9.999999e-01 2.386571e-08 2.653220e-08
5   1.000000e+00 3.490645e-10 4.555661e-09
6   1.000000e+00 8.912292e-10 2.490488e-08
7   1.000000e+00 6.610827e-09 2.918291e-08
8   1.000000e+00 1.245602e-09 6.486567e-09
9   9.999998e-01 1.346821e-07 4.938320e-08
10  1.000000e+00 1.401501e-08 2.303246e-08
11  1.000000e+00 2.685086e-10 4.930494e-09
12  1.000000e+00 4.409305e-09 2.253744e-08
13  1.000000e+00 1.792378e-08 1.829522e-08
14  9.999999e-01 4.047027e-08 4.303346e-08
15  1.000000e+00 1.104192e-10 6.027927e-09
16  1.000000e+00 1.880409e-10 2.837694e-08
17  1.000000e+00 2.154091e-10 7.070248e-09
18  1.000000e+00 5.509511e-10 3.876103e-09
19  1.000000e+00 1.011731e-09 2.126933e-08
20  1.000000e+00 3.661989e-10 8.865087e-09
21  1.000000e+00 8.352110e-09 4.153859e-08
22  1.000000e+00 9.728172e-10 1.356602e-08
23  9.999999e-01 3.176284e-09 4.960189e-08
24  9.999997e-01 1.122150e-07 1.707101e-07
25  9.999994e-01 1.060144e-07 5.363377e-07
26  9.999999e-01 7.236131e-08 5.023420e-08
27  1.000000e+00 8.295748e-09 2.677339e-08
28  1.000000e+00 6.305178e-10 5.141551e-09
29  1.000000e+00 7.051227e-10 3.882970e-09
30  9.999999e-01 1.848234e-08 3.409970e-08
31  9.999999e-01 3.013874e-08 3.297458e-08
32  1.000000e+00 3.784280e-09 1.429292e-08
33  1.000000e+00 4.467398e-10 4.204492e-08
34  1.000000e+00 1.048690e-10 1.097413e-08
35  1.000000e+00 1.401501e-08 2.303246e-08
36  1.000000e+00 1.798677e-09 4.442682e-09
37  1.000000e+00 5.016596e-10 4.540428e-09
38  1.000000e+00 1.401501e-08 2.303246e-08
39  9.999999e-01 4.461602e-08 3.132512e-08
40  1.000000e+00 1.143846e-09 5.976907e-09
41  1.000000e+00 5.737413e-10 4.261194e-09
42  9.999497e-01 4.956245e-05 7.315383e-07
43  9.999999e-01 1.670151e-08 3.482950e-08
44  9.999994e-01 1.133623e-07 4.826887e-07
45  9.999997e-01 1.716002e-08 3.179799e-07
46  9.999999e-01 3.251211e-08 1.867511e-08
47  1.000000e+00 5.747680e-10 1.615329e-08
48  1.000000e+00 7.387023e-09 1.476039e-08
49  1.000000e+00 2.587736e-10 4.798798e-09
50  1.000000e+00 1.355024e-09 4.638209e-09
51  5.656712e-12 9.978323e-01 2.167689e-03
52  7.252027e-12 9.951047e-01 4.895273e-03
53  3.976170e-13 9.969084e-01 3.091587e-03
54  6.625286e-10 9.927205e-01 7.279503e-03
55  2.544088e-12 9.954696e-01 4.530386e-03
56  3.323273e-11 9.470755e-01 5.292454e-02
57  6.968056e-12 9.494208e-01 5.057916e-02
58  1.204549e-08 9.999205e-01 7.950025e-05
59  2.074861e-12 9.990925e-01 9.075199e-04
60  4.847431e-10 9.825996e-01 1.740035e-02
61  3.644660e-08 9.989442e-01 1.055721e-03
62  3.898727e-11 9.915459e-01 8.454102e-03
63  1.572663e-09 9.986800e-01 1.319961e-03
64  3.585631e-12 9.711959e-01 2.880406e-02
65  6.074293e-09 9.986593e-01 1.340655e-03
66  2.342043e-11 9.985887e-01 1.411277e-03
67  5.049821e-11 7.244677e-01 2.755323e-01
68  2.860698e-10 9.986724e-01 1.327561e-03
69  7.389799e-10 7.721572e-01 2.278428e-01
70  1.368002e-10 9.997830e-01 2.170432e-04
71  5.581232e-12 5.062205e-02 9.493779e-01
72  8.506973e-11 9.996810e-01 3.189824e-04
73  1.353732e-11 3.907822e-01 6.092178e-01
74  2.286380e-11 9.520961e-01 4.790392e-02
75  1.041237e-11 9.996138e-01 3.862498e-04
76  9.424194e-12 9.991407e-01 8.592921e-04
77  1.092171e-12 9.967863e-01 3.213696e-03
78  9.769430e-13 8.416213e-01 1.583787e-01
79  5.519107e-12 9.802336e-01 1.976642e-02
80  1.485194e-08 9.998647e-01 1.352773e-04
81  3.427178e-10 9.997859e-01 2.141150e-04
82  9.971450e-10 9.998707e-01 1.293021e-04
83  8.346048e-11 9.998554e-01 1.446418e-04
84  1.345249e-12 1.166608e-02 9.883339e-01
85  1.221949e-10 3.834815e-01 6.165185e-01
86  1.081280e-10 8.293304e-01 1.706696e-01
87  1.051070e-12 9.976400e-01 2.359957e-03
88  1.425329e-10 9.901600e-01 9.840021e-03
89  8.908470e-11 9.966258e-01 3.374243e-03
90  1.243929e-10 9.977919e-01 2.208095e-03
91  1.922356e-10 8.966164e-01 1.033836e-01
92  3.253270e-12 9.910974e-01 8.902587e-03
93  4.170600e-11 9.997937e-01 2.062857e-04
94  1.524885e-08 9.999265e-01 7.345734e-05
95  2.668424e-11 9.962768e-01 3.723244e-03
96  1.114588e-10 9.962231e-01 3.776895e-03
97  2.215092e-11 9.978791e-01 2.120907e-03
98  6.249365e-12 9.995703e-01 4.296510e-04
99  9.974271e-07 9.996944e-01 3.046050e-04
100 2.129003e-11 9.991909e-01 8.091429e-04
101 1.786529e-13 4.659928e-05 9.999534e-01
102 3.393975e-13 2.018922e-04 9.997981e-01
103 5.190311e-15 2.415850e-04 9.997584e-01
104 1.497235e-13 1.102594e-03 9.988974e-01
105 1.514957e-14 3.238795e-05 9.999676e-01
106 4.003335e-15 2.067999e-04 9.997932e-01
107 4.944387e-11 1.248410e-03 9.987516e-01
108 1.824570e-14 8.964812e-04 9.991035e-01
109 2.926483e-14 9.104772e-05 9.999090e-01
110 2.831127e-14 2.761394e-04 9.997239e-01
111 3.472985e-13 8.352712e-03 9.916473e-01
112 1.134254e-13 7.112997e-04 9.992887e-01
113 2.089532e-14 3.946331e-04 9.996054e-01
114 9.535129e-13 7.590225e-05 9.999241e-01
115 1.818319e-13 3.660123e-06 9.999963e-01
116 3.293014e-14 3.035724e-05 9.999696e-01
117 1.288921e-13 7.410102e-03 9.925899e-01
118 8.561127e-13 1.928783e-01 8.071217e-01
119 1.911653e-15 4.135259e-06 9.999959e-01
120 1.463457e-11 7.890402e-03 9.921096e-01
121 7.575218e-15 6.005609e-05 9.999399e-01
122 6.215322e-13 1.211727e-04 9.998788e-01
123 3.026986e-15 7.281220e-05 9.999272e-01
124 3.627285e-12 4.312951e-02 9.568705e-01
125 5.962253e-14 1.825050e-03 9.981750e-01
126 1.061342e-13 5.359194e-02 9.464081e-01
127 5.017540e-12 7.071430e-02 9.292857e-01
128 1.574065e-12 3.915259e-02 9.608474e-01
129 1.701762e-14 2.740908e-05 9.999726e-01
130 1.946932e-13 1.132865e-01 8.867135e-01
131 6.645904e-15 5.917272e-04 9.994083e-01
132 3.370809e-13 7.273942e-01 2.726058e-01
133 1.477706e-14 1.127832e-05 9.999887e-01
134 2.528477e-12 2.654461e-01 7.345539e-01
135 2.075261e-12 8.811762e-04 9.991188e-01
136 3.835446e-15 1.352478e-04 9.998648e-01
137 9.572783e-14 5.376346e-05 9.999462e-01
138 3.172810e-13 1.246358e-02 9.875364e-01
139 2.810745e-12 4.073007e-02 9.592699e-01
140 5.408676e-14 1.814677e-03 9.981853e-01
141 7.992888e-15 8.390382e-06 9.999916e-01
142 6.743011e-13 5.004115e-04 9.994996e-01
143 3.393975e-13 2.018922e-04 9.997981e-01
144 9.887395e-15 5.861220e-05 9.999414e-01
145 1.006878e-14 8.350648e-06 9.999916e-01
146 1.418919e-13 1.014008e-04 9.998986e-01
147 3.079964e-12 3.413206e-03 9.965868e-01
148 1.243584e-13 2.044433e-03 9.979556e-01
149 1.503759e-13 1.078892e-04 9.998921e-01
150 8.806214e-13 4.969941e-03 9.950301e-01

  [1] setosa     setosa     setosa     setosa     setosa     setosa    
  [7] setosa     setosa     setosa     setosa     setosa     setosa    
 [13] setosa     setosa     setosa     setosa     setosa     setosa    
 [19] setosa     setosa     setosa     setosa     setosa     setosa    
 [25] setosa     setosa     setosa     setosa     setosa     setosa    
 [31] setosa     setosa     setosa     setosa     setosa     setosa    
 [37] setosa     setosa     setosa     setosa     setosa     setosa    
 [43] setosa     setosa     setosa     setosa     setosa     setosa    
 [49] setosa     setosa     versicolor versicolor versicolor versicolor
 [55] versicolor versicolor versicolor versicolor versicolor versicolor
 [61] versicolor versicolor versicolor versicolor versicolor versicolor
 [67] versicolor versicolor versicolor versicolor virginica  versicolor
 [73] virginica  versicolor versicolor versicolor versicolor versicolor
 [79] versicolor versicolor versicolor versicolor versicolor virginica 
 [85] virginica  versicolor versicolor versicolor versicolor versicolor
 [91] versicolor versicolor versicolor versicolor versicolor versicolor
 [97] versicolor versicolor versicolor versicolor virginica  virginica 
[103] virginica  virginica  virginica  virginica  virginica  virginica 
[109] virginica  virginica  virginica  virginica  virginica  virginica 
[115] virginica  virginica  virginica  virginica  virginica  virginica 
[121] virginica  virginica  virginica  virginica  virginica  virginica 
[127] virginica  virginica  virginica  virginica  virginica  versicolor
[133] virginica  virginica  virginica  virginica  virginica  virginica 
[139] virginica  virginica  virginica  virginica  virginica  virginica 
[145] virginica  virginica  virginica  virginica  virginica  virginica 
Levels: setosa versicolor virginica
        Length Class  Mode     
prior    3     -none- numeric  
counts   3     -none- numeric  
means   12     -none- numeric  
scaling 48     -none- numeric  
ldet     3     -none- numeric  
lev      3     -none- character
N        1     -none- numeric  
call     3     -none- call     
terms    3     terms  call     
xlevels  0     -none- list     
  [1] setosa     setosa     setosa     setosa     setosa     setosa    
  [7] setosa     setosa     setosa     setosa     setosa     setosa    
 [13] setosa     setosa     setosa     setosa     setosa     setosa    
 [19] setosa     setosa     setosa     setosa     setosa     setosa    
 [25] setosa     setosa     setosa     setosa     setosa     setosa    
 [31] setosa     setosa     setosa     setosa     setosa     setosa    
 [37] setosa     setosa     setosa     setosa     setosa     setosa    
 [43] setosa     setosa     setosa     setosa     setosa     setosa    
 [49] setosa     setosa     versicolor versicolor versicolor versicolor
 [55] versicolor versicolor versicolor versicolor versicolor versicolor
 [61] versicolor versicolor versicolor versicolor versicolor versicolor
 [67] versicolor versicolor versicolor versicolor virginica  versicolor
 [73] virginica  versicolor versicolor versicolor versicolor versicolor
 [79] versicolor versicolor versicolor versicolor versicolor virginica 
 [85] virginica  versicolor versicolor versicolor versicolor versicolor
 [91] versicolor versicolor versicolor versicolor versicolor versicolor
 [97] versicolor versicolor versicolor versicolor virginica  virginica 
[103] virginica  virginica  virginica  virginica  virginica  virginica 
[109] virginica  virginica  virginica  virginica  virginica  virginica 
[115] virginica  virginica  virginica  virginica  virginica  virginica 
[121] virginica  virginica  virginica  virginica  virginica  virginica 
[127] virginica  virginica  virginica  virginica  virginica  versicolor
[133] virginica  virginica  virginica  virginica  virginica  virginica 
[139] virginica  virginica  virginica  virginica  virginica  virginica 
[145] virginica  virginica  virginica  virginica  virginica  virginica 
Levels: setosa versicolor virginica
  [1] setosa     setosa     setosa     setosa     setosa     setosa    
  [7] setosa     setosa     setosa     setosa     setosa     setosa    
 [13] setosa     setosa     setosa     setosa     setosa     setosa    
 [19] setosa     setosa     setosa     setosa     setosa     setosa    
 [25] setosa     setosa     setosa     setosa     setosa     setosa    
 [31] setosa     setosa     setosa     setosa     setosa     setosa    
 [37] setosa     setosa     setosa     setosa     setosa     setosa    
 [43] setosa     setosa     setosa     setosa     setosa     setosa    
 [49] setosa     setosa     versicolor versicolor versicolor versicolor
 [55] versicolor versicolor versicolor versicolor versicolor versicolor
 [61] versicolor versicolor versicolor versicolor versicolor versicolor
 [67] versicolor versicolor versicolor versicolor versicolor versicolor
 [73] versicolor versicolor versicolor versicolor versicolor versicolor
 [79] versicolor versicolor versicolor versicolor versicolor versicolor
 [85] versicolor versicolor versicolor versicolor versicolor versicolor
 [91] versicolor versicolor versicolor versicolor versicolor versicolor
 [97] versicolor versicolor versicolor versicolor virginica  virginica 
[103] virginica  virginica  virginica  virginica  virginica  virginica 
[109] virginica  virginica  virginica  virginica  virginica  virginica 
[115] virginica  virginica  virginica  virginica  virginica  virginica 
[121] virginica  virginica  virginica  virginica  virginica  virginica 
[127] virginica  virginica  virginica  virginica  virginica  virginica 
[133] virginica  virginica  virginica  virginica  virginica  virginica 
[139] virginica  virginica  virginica  virginica  virginica  virginica 
[145] virginica  virginica  virginica  virginica  virginica  virginica 
Levels: setosa versicolor virginica
Confusion Matrix and Statistics

            Reference
Prediction   setosa versicolor virginica
  setosa         50          0         0
  versicolor      0         46         1
  virginica       0          4        49

Overall Statistics
                                          
               Accuracy : 0.9667          
                 95% CI : (0.9239, 0.9891)
    No Information Rate : 0.3333          
    P-Value [Acc > NIR] : < 2.2e-16       
                                          
                  Kappa : 0.95            
                                          
 Mcnemar's Test P-Value : NA              

Statistics by Class:

                     Class: setosa Class: versicolor Class: virginica
Sensitivity                 1.0000            0.9200           0.9800
Specificity                 1.0000            0.9900           0.9600
Pos Pred Value              1.0000            0.9787           0.9245
Neg Pred Value              1.0000            0.9612           0.9897
Prevalence                  0.3333            0.3333           0.3333
Detection Rate              0.3333            0.3067           0.3267
Detection Prevalence        0.3333            0.3133           0.3533
Balanced Accuracy           1.0000            0.9550           0.9700
[1] "hello Greg...welcome to R"
     SL  SW  PL  PW
1   5.1 3.5 1.4 0.2
2   4.9 3.0 1.4 0.2
3   4.7 3.2 1.3 0.2
4   4.6 3.1 1.5 0.2
5   5.0 3.6 1.4 0.2
6   5.4 3.9 1.7 0.4
7   4.6 3.4 1.4 0.3
8   5.0 3.4 1.5 0.2
9   4.4 2.9 1.4 0.2
10  4.9 3.1 1.5 0.1
11  5.4 3.7 1.5 0.2
12  4.8 3.4 1.6 0.2
13  4.8 3.0 1.4 0.1
14  4.3 3.0 1.1 0.1
15  5.8 4.0 1.2 0.2
16  5.7 4.4 1.5 0.4
17  5.4 3.9 1.3 0.4
18  5.1 3.5 1.4 0.3
19  5.7 3.8 1.7 0.3
20  5.1 3.8 1.5 0.3
21  5.4 3.4 1.7 0.2
22  5.1 3.7 1.5 0.4
23  4.6 3.6 1.0 0.2
24  5.1 3.3 1.7 0.5
25  4.8 3.4 1.9 0.2
26  5.0 3.0 1.6 0.2
27  5.0 3.4 1.6 0.4
28  5.2 3.5 1.5 0.2
29  5.2 3.4 1.4 0.2
30  4.7 3.2 1.6 0.2
31  4.8 3.1 1.6 0.2
32  5.4 3.4 1.5 0.4
33  5.2 4.1 1.5 0.1
34  5.5 4.2 1.4 0.2
35  4.9 3.1 1.5 0.1
36  5.0 3.2 1.2 0.2
37  5.5 3.5 1.3 0.2
38  4.9 3.1 1.5 0.1
39  4.4 3.0 1.3 0.2
40  5.1 3.4 1.5 0.2
41  5.0 3.5 1.3 0.3
42  4.5 2.3 1.3 0.3
43  4.4 3.2 1.3 0.2
44  5.0 3.5 1.6 0.6
45  5.1 3.8 1.9 0.4
46  4.8 3.0 1.4 0.3
47  5.1 3.8 1.6 0.2
48  4.6 3.2 1.4 0.2
49  5.3 3.7 1.5 0.2
50  5.0 3.3 1.4 0.2
51  7.0 3.2 4.7 1.4
52  6.4 3.2 4.5 1.5
53  6.9 3.1 4.9 1.5
54  5.5 2.3 4.0 1.3
55  6.5 2.8 4.6 1.5
56  5.7 2.8 4.5 1.3
57  6.3 3.3 4.7 1.6
58  4.9 2.4 3.3 1.0
59  6.6 2.9 4.6 1.3
60  5.2 2.7 3.9 1.4
61  5.0 2.0 3.5 1.0
62  5.9 3.0 4.2 1.5
63  6.0 2.2 4.0 1.0
64  6.1 2.9 4.7 1.4
65  5.6 2.9 3.6 1.3
66  6.7 3.1 4.4 1.4
67  5.6 3.0 4.5 1.5
68  5.8 2.7 4.1 1.0
69  6.2 2.2 4.5 1.5
70  5.6 2.5 3.9 1.1
71  5.9 3.2 4.8 1.8
72  6.1 2.8 4.0 1.3
73  6.3 2.5 4.9 1.5
74  6.1 2.8 4.7 1.2
75  6.4 2.9 4.3 1.3
76  6.6 3.0 4.4 1.4
77  6.8 2.8 4.8 1.4
78  6.7 3.0 5.0 1.7
79  6.0 2.9 4.5 1.5
80  5.7 2.6 3.5 1.0
81  5.5 2.4 3.8 1.1
82  5.5 2.4 3.7 1.0
83  5.8 2.7 3.9 1.2
84  6.0 2.7 5.1 1.6
85  5.4 3.0 4.5 1.5
86  6.0 3.4 4.5 1.6
87  6.7 3.1 4.7 1.5
88  6.3 2.3 4.4 1.3
89  5.6 3.0 4.1 1.3
90  5.5 2.5 4.0 1.3
91  5.5 2.6 4.4 1.2
92  6.1 3.0 4.6 1.4
93  5.8 2.6 4.0 1.2
94  5.0 2.3 3.3 1.0
95  5.6 2.7 4.2 1.3
96  5.7 3.0 4.2 1.2
97  5.7 2.9 4.2 1.3
98  6.2 2.9 4.3 1.3
99  5.1 2.5 3.0 1.1
100 5.7 2.8 4.1 1.3
101 6.3 3.3 6.0 2.5
102 5.8 2.7 5.1 1.9
103 7.1 3.0 5.9 2.1
104 6.3 2.9 5.6 1.8
105 6.5 3.0 5.8 2.2
106 7.6 3.0 6.6 2.1
107 4.9 2.5 4.5 1.7
108 7.3 2.9 6.3 1.8
109 6.7 2.5 5.8 1.8
110 7.2 3.6 6.1 2.5
111 6.5 3.2 5.1 2.0
112 6.4 2.7 5.3 1.9
113 6.8 3.0 5.5 2.1
114 5.7 2.5 5.0 2.0
115 5.8 2.8 5.1 2.4
116 6.4 3.2 5.3 2.3
117 6.5 3.0 5.5 1.8
118 7.7 3.8 6.7 2.2
119 7.7 2.6 6.9 2.3
120 6.0 2.2 5.0 1.5
121 6.9 3.2 5.7 2.3
122 5.6 2.8 4.9 2.0
123 7.7 2.8 6.7 2.0
124 6.3 2.7 4.9 1.8
125 6.7 3.3 5.7 2.1
126 7.2 3.2 6.0 1.8
127 6.2 2.8 4.8 1.8
128 6.1 3.0 4.9 1.8
129 6.4 2.8 5.6 2.1
130 7.2 3.0 5.8 1.6
131 7.4 2.8 6.1 1.9
132 7.9 3.8 6.4 2.0
133 6.4 2.8 5.6 2.2
134 6.3 2.8 5.1 1.5
135 6.1 2.6 5.6 1.4
136 7.7 3.0 6.1 2.3
137 6.3 3.4 5.6 2.4
138 6.4 3.1 5.5 1.8
139 6.0 3.0 4.8 1.8
140 6.9 3.1 5.4 2.1
141 6.7 3.1 5.6 2.4
142 6.9 3.1 5.1 2.3
143 5.8 2.7 5.1 1.9
144 6.8 3.2 5.9 2.3
145 6.7 3.3 5.7 2.5
146 6.7 3.0 5.2 2.3
147 6.3 2.5 5.0 1.9
148 6.5 3.0 5.2 2.0
149 6.2 3.4 5.4 2.3
150 5.9 3.0 5.1 1.8
    SL  SW  PL  PW         Sp
1  5.5 4.2 1.4 0.2     setosa
2  5.5 2.3 4.0 1.3 versicolor
3  4.7 3.2 1.3 0.2     setosa
4  6.8 2.8 4.8 1.4 versicolor
5  5.6 3.0 4.5 1.5 versicolor
6  7.0 3.2 4.7 1.4 versicolor
7  6.2 3.4 5.4 2.3  virginica
8  5.1 3.4 1.5 0.2     setosa
9  5.0 3.4 1.6 0.4     setosa
10 5.8 2.8 5.1 2.4  virginica
11 7.4 2.8 6.1 1.9  virginica
12 5.2 2.7 3.9 1.4 versicolor
13 5.8 2.7 5.1 1.9  virginica
14 4.6 3.1 1.5 0.2     setosa
15 5.5 3.5 1.3 0.2     setosa
16 5.4 3.9 1.3 0.4     setosa
17 6.7 2.5 5.8 1.8  virginica
18 5.2 4.1 1.5 0.1     setosa
19 4.6 3.4 1.4 0.3     setosa
20 6.6 3.0 4.4 1.4 versicolor
21 6.1 2.6 5.6 1.4  virginica
22 4.9 2.4 3.3 1.0 versicolor
23 7.7 2.8 6.7 2.0  virginica
24 6.8 3.0 5.5 2.1  virginica
25 5.1 3.8 1.9 0.4     setosa
26 6.7 3.0 5.0 1.7 versicolor
27 5.8 4.0 1.2 0.2     setosa
28 6.6 2.9 4.6 1.3 versicolor
29 5.4 3.4 1.5 0.4     setosa
30 5.6 2.9 3.6 1.3 versicolor
31 7.2 3.6 6.1 2.5  virginica
32 5.7 2.8 4.1 1.3 versicolor
33 6.4 2.7 5.3 1.9  virginica
34 5.1 3.8 1.5 0.3     setosa
35 5.1 3.5 1.4 0.2     setosa
36 6.0 2.9 4.5 1.5 versicolor
37 5.9 3.0 4.2 1.5 versicolor
38 4.9 2.5 4.5 1.7  virginica
39 6.2 2.2 4.5 1.5 versicolor
40 5.7 2.9 4.2 1.3 versicolor
41 6.9 3.1 5.4 2.1  virginica
42 6.4 2.9 4.3 1.3 versicolor
43 6.7 3.3 5.7 2.1  virginica
44 5.9 3.2 4.8 1.8 versicolor
45 5.1 3.8 1.6 0.2     setosa
46 5.8 2.6 4.0 1.2 versicolor
47 5.2 3.4 1.4 0.2     setosa
48 5.7 4.4 1.5 0.4     setosa
49 6.0 2.2 4.0 1.0 versicolor
50 7.7 3.8 6.7 2.2  virginica
           Sp
1      setosa
2  versicolor
3      setosa
4  versicolor
5  versicolor
6  versicolor
7   virginica
8      setosa
9      setosa
10  virginica
11  virginica
12 versicolor
13  virginica
14     setosa
15     setosa
16     setosa
17  virginica
18     setosa
19     setosa
20 versicolor
21  virginica
22 versicolor
23  virginica
24  virginica
25     setosa
26 versicolor
27     setosa
28 versicolor
29     setosa
30 versicolor
31  virginica
32 versicolor
33  virginica
34     setosa
35     setosa
36 versicolor
37 versicolor
38  virginica
39 versicolor
40 versicolor
41  virginica
42 versicolor
43  virginica
44 versicolor
45     setosa
46 versicolor
47     setosa
48     setosa
49 versicolor
50  virginica
[1] "hello Greg...welcome to R"
     SL  SW  PL  PW
1   5.1 3.5 1.4 0.2
2   4.9 3.0 1.4 0.2
3   4.7 3.2 1.3 0.2
4   4.6 3.1 1.5 0.2
5   5.0 3.6 1.4 0.2
6   5.4 3.9 1.7 0.4
7   4.6 3.4 1.4 0.3
8   5.0 3.4 1.5 0.2
9   4.4 2.9 1.4 0.2
10  4.9 3.1 1.5 0.1
11  5.4 3.7 1.5 0.2
12  4.8 3.4 1.6 0.2
13  4.8 3.0 1.4 0.1
14  4.3 3.0 1.1 0.1
15  5.8 4.0 1.2 0.2
16  5.7 4.4 1.5 0.4
17  5.4 3.9 1.3 0.4
18  5.1 3.5 1.4 0.3
19  5.7 3.8 1.7 0.3
20  5.1 3.8 1.5 0.3
21  5.4 3.4 1.7 0.2
22  5.1 3.7 1.5 0.4
23  4.6 3.6 1.0 0.2
24  5.1 3.3 1.7 0.5
25  4.8 3.4 1.9 0.2
26  5.0 3.0 1.6 0.2
27  5.0 3.4 1.6 0.4
28  5.2 3.5 1.5 0.2
29  5.2 3.4 1.4 0.2
30  4.7 3.2 1.6 0.2
31  4.8 3.1 1.6 0.2
32  5.4 3.4 1.5 0.4
33  5.2 4.1 1.5 0.1
34  5.5 4.2 1.4 0.2
35  4.9 3.1 1.5 0.1
36  5.0 3.2 1.2 0.2
37  5.5 3.5 1.3 0.2
38  4.9 3.1 1.5 0.1
39  4.4 3.0 1.3 0.2
40  5.1 3.4 1.5 0.2
41  5.0 3.5 1.3 0.3
42  4.5 2.3 1.3 0.3
43  4.4 3.2 1.3 0.2
44  5.0 3.5 1.6 0.6
45  5.1 3.8 1.9 0.4
46  4.8 3.0 1.4 0.3
47  5.1 3.8 1.6 0.2
48  4.6 3.2 1.4 0.2
49  5.3 3.7 1.5 0.2
50  5.0 3.3 1.4 0.2
51  7.0 3.2 4.7 1.4
52  6.4 3.2 4.5 1.5
53  6.9 3.1 4.9 1.5
54  5.5 2.3 4.0 1.3
55  6.5 2.8 4.6 1.5
56  5.7 2.8 4.5 1.3
57  6.3 3.3 4.7 1.6
58  4.9 2.4 3.3 1.0
59  6.6 2.9 4.6 1.3
60  5.2 2.7 3.9 1.4
61  5.0 2.0 3.5 1.0
62  5.9 3.0 4.2 1.5
